name,networth,education,country
Steven_Spielberg,3600000000,California State University Long Beach,USA
S._D._Shibulal,1080000000,Master of Science,NA
S._D._Shibulal,1080000000,Boston University,USA
S._D._Shibulal,1080000000,University of Kerala,India
S._Robson_Walton,32100000000,Columbia Law School,USA
S._Robson_Walton,32100000000,University of Arkansas,USA
S._Truett_Cathy,4200000000,Henry W. Grady High School,NA
Sachin_Bansal,1300000000,Indian Institute of Technology Delhi,India
Sadruddin_Hashwani,1100000000,University of Karachi,Pakistan
Safra_A._Catz,525000000,University of Pennsylvania,USA
Safra_A._Catz,525000000,University of Pennsylvania Law School,USA
Saleh_Abdullah_Kamel,2300000000,King Abdulaziz University,Saudi Arabia
Sam_Goi,2100000000,Dunman High School,NA
Sam_Zell,4800000000,Juris Doctor,NA
Sam_Zell,4800000000,Bachelor of Arts,NA
Sameer_Gehlaut,1230000000,Indian Institute of Technology Delhi,India
Samprada_Singh,2000000000,Patna University,India
Sandro_Veronesi_(Entrepreneur),1800000000,University of Verona,Italy
Sanela_Diana_Jenkins,150000000,University of London,UK
Sanela_Diana_Jenkins,150000000,University of Sarajevo,Bosnia and Herzegovina
Sanford_Diller,1300000000,University of California Berkeley,USA
Sanford_Diller,1300000000,University of California Hastings College of the Law,USA
Sanford_I._Weill,1000000000,Cornell University,USA
Stewart_Resnick,4200000000,University of California Los Angeles,USA
Stewart_Resnick,4200000000,Juris Doctor,NA
Stuart_A._Miller,900000000,University of Miami,USA
Stuart_A._Miller,900000000,Harvard Business School,USA
Suat_Günsel,1100000000,Educational psychology,NA
Suat_Günsel,1100000000,Middle East Technical University,Turkey
Sudhir_Ruparelia,800000000,A-level,NA
Suleyman_Kerimov,3700000000,english.html,NA
Sultan_bin_Mohammed_bin_Saud_Al_Kabeer,3500000000,King Saud University,Saudi Arabia
Sunil_Kant_Munjal,100000,The Doon School,NA
Sunil_Mittal,7300000000,Panjab University Chandigarh,India
Susanne_Klatten,15000000000,International Institute for Management Development,NA
"Swraj_Paul,_Baron_Paul",2000000000,Massachusetts Institute of Technology,USA
"Swraj_Paul,_Baron_Paul",2000000000,Forman Christian College,Pakistan
Sylvester_Stallone,400000000,University of Miami,USA
Qasim_Ibrahim,600000000,Honorary_Degree_Doctor_of_Entrepreneurship,NA
Qasim_Ibrahim,600000000,Open University Malaysia,Malaysia
Qi_Shi,4200000000,Fudan University,China
Qi_Shi,4200000000,Shanghai Jiao Tong University,China
Francois-Xavier_Souvay,115000000,HEC Montréal,Canada
Frank_Batten,2300000000,University of Virginia,USA
Frank_Batten,2300000000,Harvard University,USA
Frank_Fertitta_III,1400000000,University of Southern California,USA
Frank_Rainieri,1000000000,Saint Joseph's University,USA
François-Henri_Pinault,13800000000,HEC Paris,France
Fred_DeLuca,3500000000,University of Bridgeport,USA
Frederick_R._Koch,4000000000,Playwright,NA
Frederick_R._Koch,4000000000,Bachelor of Arts,NA
Frederick_R._Koch,4000000000,Master of Fine Arts,NA
Frederick_R._Koch,4000000000,Liberal arts education,NA
Frederick_R._Koch,4000000000,Harvard University,USA
Frederick_W._Smith,3600000000,Yale University,USA
Fredrik_Lundberg,1500000000,Stockholm School of Economics,Sweeden
Fahd_Hariri,1070000000,École Spéciale d'Architecture,France
Farhad_Moshiri_(businessman),1840000000,University College London,UK
Fazle_Hasan_Abed,2700000000,Naval architecture,NA
Fazle_Hasan_Abed,2700000000,University of Glasgow,UK
Fazle_Hasan_Abed,2700000000,Dhaka College,Bangladesh
Florentino_Pérez,2000000000,Technical University of Madrid,Spain
"Forrest_Mars,_Jr.",23600000000,Yale University,USA
"Forrest_Mars,_Jr.",23600000000,Hotchkiss School,NA
"Forrest_Mars,_Jr.",23600000000,New York University,USA
"Forrest_Mars,_Sr.",4000000000,Yale University,USA
Daryl_Katz,3500000000,Juris Doctor,NA
Daryl_Katz,3500000000,Bachelor of Arts and Science,NA
Daryl_Katz,3500000000,University of Alberta,Canada
David_Azrieli,3100000000,Technion – Israel Institute of Technology,Israel
David_Azrieli,3100000000,Carleton University,Canada
David_Azrieli,3100000000,Bachelor of Science,NA
David_Bonderman,2600000000,University of Washington,USA
David_Bonderman,2600000000,Harvard Law School,USA
David_E._Shaw,3600000000,Stanford University,USA
David_E._Shaw,3600000000,University of California San Diego,USA
David_Einhorn_(hedge_fund_manager),1930000000,Cornell University,USA
David_Filo,2600000000,Stanford University,USA
David_Filo,2600000000,Tulane University,USA
David_G._Booth,1300000000,University of Chicago,USA
David_G._Booth,1300000000,University of Kansas,USA
David_Geffen,6500000000,University of Texas at Austin,USA
David_Gottesman,1760000000,Trinity College (Connecticut),USA
David_Gottesman,1760000000,Harvard University,USA
David_Harding_(financier),1000000000,Pangbourne College,UK
David_Harding_(financier),1000000000,St Catharine's College Cambridge,UK
David_Koch,43300000000,Chemical engineering,NA
David_Koch,43300000000,Master of Science,NA
David_Koch,43300000000,Massachusetts Institute of Technology,USA
David_Koch,43300000000,Master of Science,NA
David_L._Hallal,7514610,University of New Hampshire,USA
David_Rockefeller,3000000000,Doctor of Philosophy,NA
David_Rockefeller,3000000000,Bachelor of Arts,NA
David_Rockefeller,3000000000,University of Chicago,USA
David_Rockefeller,3000000000,London School of Economics,UK
David_Rockefeller,3000000000,Harvard University,USA
David_Ross_(businessman),1000000000,Uppingham School,NA
David_Ross_(businessman),1000000000,University of Nottingham,UK
David_Rubenstein,2500000000,University of Chicago,USA
David_Rubenstein,2500000000,Duke University,USA
David_Tepper,11400000000,Carnegie Mellon University,USA
David_Tepper,11400000000,University of Pittsburgh,USA
DeShawn_Snow,1500000,Wayne Memorial High School,NA
DeShawn_Snow,1500000,Michigan State University,USA
DeVon_Franklin,1000000,University of Southern California,USA
Deborah_Meaden,40000000,City College Brighton & Hove,UK
Declan_Donnelly,62,St Cuthbert's High School,NA
Dee_Haslam,1800000000,University of Tennessee,USA
Denis_O'Brien,5800000000,Boston College,USA
Denis_O'Brien,5800000000,University College Dublin,Ireland
Denise_Coates,3900000000,University of Sheffield,UK
Dick_Enthoven,1100000000,University of Southern California,USA
Dick_Enthoven,1100000000,London School of Economics,UK
Diego_Della_Valle,1600000000,University of Bologna,Italy
Dilip_Shanghvi,17500000000,University of Calcutta,India
Ding_Lei,10600000000,University of Electronic Science and Technology of China,China
Ding_Shijia,1000000000,Businessperson,NA
Ding_Shijia,1000000000,Fujian_Institute_of_Economics_and_Management,China
Dinu_Patriciu,2700000000,Ion Mincu University of Architecture and Urbanism,Romania
Dirk_Edward_Ziff,5000000000,Columbia University,USA
Dirk_Edward_Ziff,5000000000,Harvard University,USA
Dmitry_Kamenshchik,4800000000,Moscow State University,Russia
Dmitry_Mazepin,1400000000,Moscow State Institute of International Relations,Russia
Dmitry_Troitsky,1000000000,Bachelor of Arts,NA
Dmitry_Troitsky,1000000000,Leningrad_Shipbuilding_Institute,Russia
Don_Hankey,2300000000,University of Southern California,USA
Donald_Bren,15100000000,University of Washington,USA
Donald_Fisher,3300000000,University of California Berkeley,USA
Donald_Sterling,3100000000,California State University Los Angeles,USA
Donald_Sterling,3100000000,Southwestern Law School,USA
"Donald_Trump,_Jr.",275000000,University of Pennsylvania,USA
Dorabji_Tata,10000000,University of Mumbai,India
Dorabji_Tata,10000000,Gonville and Caius College Cambridge,UK
Doug_Richard,75000000,University of California,USA
"Drayton_McLane,_Jr.",2000000000,Michigan State University,USA
"Drayton_McLane,_Jr.",2000000000,Baylor University,USA
Drew_Houston,1300000000,Massachusetts Institute of Technology,USA
Dustin_Moskovitz,9200000000,Harvard University,USA
Dan_Gilbert_(businessman),3900000000,Michigan State University,USA
Dan_Gilbert_(businessman),3900000000,Wayne State University Law School,USA
Daniel_A._D'Aniello,3000000000,Syracuse University,USA
Daniel_A._D'Aniello,3000000000,Harvard Business School,USA
Daniel_M._Ziff,5000000000,Columbia University,USA
Daniel_Och,3900000000,University of Pennsylvania,USA
Daniel_S._Loeb,2600000000,Columbia University,USA
Daniel_Willis_James,26000000,Amherst College,USA
Barbra_Streisand,650000000,Erasmus Hall High School,NA
Barron_Hilton,2500000000,University of Southern California,USA
Belmiro_de_Azevedo,1500000000,Stanford University,USA
Belmiro_de_Azevedo,1500000000,Harvard University,USA
Belmiro_de_Azevedo,1500000000,University of Porto,Portugal
Ben_Silbermann,1600000000,Yale University,USA
Ben_Stein,20000000,Columbia University,USA
Ben_Stein,20000000,Yale Law School,USA
Bernard_Arnault,36100000000,École Polytechnique,France
Bernard_Ashley_(businessman),60000000,Whitgift School,NA
Bernard_Broermann,2900000000,Harvard University,USA
Bernard_Marcus,3500000000,Rutgers University,USA
Bernard_Marcus,3500000000,Rutgers University,USA
Bernard_Spitzer,500000000,City College of New York,USA
Bernardo_Matte,2700000000,Pontifical Catholic University of Chile,Chile
Bharat_Desai,2500000000,University of Michigan,USA
Bharat_Desai,2500000000,Indian Institute of Technology Bombay,India
Bhavin_Turakhia,400000000,Ruparel College,India
Bhavin_Turakhia,400000000,Arya Vidya Mandir,NA
Bhavin_Turakhia,400000000,Sydenham College,India
Bill_Ackman,2600000000,Harvard College,USA
Bill_Ackman,2600000000,Harvard Business School,USA
Bill_Gross,2300000000,Duke University,USA
Bill_Gross,2300000000,UCLA Anderson School of Management,USA
Bill_Koch_(businessman),2000000000,Culver Academies,NA
Billy_Graham,25000000,Wheaton College (Illinois),USA
Billy_Graham,25000000,Trinity College (Florida),USA
Billy_Graham,25000000,Anthropology,NA
Billy_Graham,25000000,Wheaton College (Illinois),USA
Binny_Bansal,1300000000,Indian Institute of Technology Delhi,India
Biz_Stone,200000000,University of Massachusetts,USA
Biz_Stone,200000000,Northeastern University,USA
Bjørn_Kjos,300,University of Oslo,Norway
Bjørn_Kjos,300,Royal Norwegian Air Force Academy,Norway
Blair_Parry-Okeden,9800000000,La Pietra,NA
Boaz_Weinstein,450000000,University of Michigan,USA
Bob_McNair,3300000000,University of South Carolina,USA
Bob_Parsons,2300000000,University of Baltimore,USA
Bobby_Murphy_(businessman),1800000000,Stanford University,USA
Boris_Muzalev,161000000,Odessa National Medical University,Ukraine
Brian_Acton,4600000000,Stanford University,USA
Brian_Chesky,3300000000,Rhode Island School of Design,USA
Brian_L._Roberts,1470000000,Germantown Academy,NA
Brian_L._Roberts,1470000000,Wharton School of the University of Pennsylvania,USA
Bruce_Halle,5100000000,Eastern Michigan University,USA
Bruce_Karsh,1650000000,Duke University,USA
Bruce_Karsh,1650000000,University of Virginia,USA
Bruno_Schroder,5000000000,Eton College,NA
Bruno_Schroder,5000000000,University College Oxford,UK
Bruno_Schroder,5000000000,François Rabelais University,France
Bruno_Schroder,5000000000,Harvard Business School,USA
Bülent_Eczacıbaşı,1700000000,Chemical engineering,NA
Bülent_Eczacıbaşı,1700000000,Massachusetts Institute of Technology,USA
Bülent_Eczacıbaşı,1700000000,University of London,UK
Bülent_Eczacıbaşı,1700000000,Deutsche Schule Istanbul,NA
Baba_Kalyani,2700000000,Massachusetts Institute of Technology,USA
Baba_Kalyani,2700000000,Birla Institute of Technology and Science,India
Babak_Zanjani,13500000000,Ege University,Turkey
Luis_Carlos_Sarmiento,12500000000,Civil engineer,NA
Luis_Carlos_Sarmiento,12500000000,National University of Colombia,USA
Lukas_Walton,11,Journeys School,NA
Lukas_Walton,11,Colorado College,USA
L._Ron_Hubbard,600000000,George Washington University,USA
Lady_Gaga,275000000,New York University,USA
Lakshmi_Mittal,9800000000,St. Xavier's College Kolkata,India
Lakshmi_Mittal,9800000000,Bachelor of Commerce,NA
Larry_Ellison,43800000000,University of Chicago,USA
Larry_Ellison,43800000000,University of Illinois at Urbana–Champaign,USA
Larry_Page,36200000000,Stanford University,USA
Larry_Page,36200000000,University of Michigan,USA
Larry_Robbins,2300000000,University of Pennsylvania,USA
Lauren_Conrad,25000000,Laguna Beach High School,NA
Lauren_Conrad,25000000,Fashion Institute of Design & Merchandising,USA
Laurene_Powell_Jobs,16700000000,University of Pennsylvania,USA
Laurene_Powell_Jobs,16700000000,Stanford Graduate School of Business,USA
Laurene_Powell_Jobs,16700000000,Master of Business Administration,NA
Laurene_Powell_Jobs,16700000000,Bachelor of Science,NA
Laurene_Powell_Jobs,16700000000,Bachelor of Arts,NA
Lee_Bass,1960000000,Yale University,USA
Lee_Bass,1960000000,Wharton School of the University of Pennsylvania,USA
Lee_Jae-yong,7900000000,Seoul National University,South Korea
Lee_Jae-yong,7900000000,Keio University,Japan
Lee_Jae-yong,7900000000,Harvard Business School,USA
Lee_Kun-hee,10800000000,George Washington University,USA
Lee_Kun-hee,10800000000,Waseda University,Japan
Lei_Jun,13500000000,Wuhan University,China
Leon_Black,4500000000,Dartmouth College,USA
Leon_Black,4500000000,Harvard Business School,USA
Leon_G._Cooperman,3700000000,Columbia University,USA
Leon_G._Cooperman,3700000000,Hunter College,USA
Leon_Levy,1000000000,City College of New York,USA
Leonard_Blavatnik,16800000000,Columbia University,USA
Leonard_Blavatnik,16800000000,Moscow State University of Railway Engineering,Russia
Leonard_Blavatnik,16800000000,Harvard University,USA
Leonard_Lauder,9100000000,Columbia University,USA
Leonard_Lauder,9100000000,University of Pennsylvania,USA
Leonard_N._Stern,5400000000,New York University,USA
Leonard_Schleifer,1000000000,University of Virginia,USA
Leonard_Schleifer,1000000000,Cornell University,USA
Leonid_Mikhelson,15600000000,Kuibyshev_Civil_Engineering_Institute,Russia
Les_Wexner,7200000000,Ohio State University,USA
Leslie_Alexander_(businessman),1540000000,Thomas Jefferson School of Law,USA
Leslie_Alexander_(businessman),1540000000,New York University,USA
Li_Ka-shing,30100000000,High school dropouts,NA
Li_Yong_(television_host),500000000,Communication University of China,China
Li_Zhongchu,4000000000,Bachelor of Science,NA
Li_Zhongchu,4000000000,Wuhan University,China
Linda_McMahon,855000000,East Carolina University,USA
Liu_Qiangdong,8900000000,Renmin University of China,China
Lorenzo_Fertitta,1600000000,University of San Diego,USA
Lorenzo_Fertitta,1600000000,New York University Stern School of Business,USA
Lorenzo_Mendoza,2700000000,MIT Sloan School of Management,USA
Lorenzo_Mendoza,2700000000,Fordham University,USA
Louis_Bacon,1810000000,Columbia Business School,USA
Louis_Bacon,1810000000,Middlebury College,USA
Louis_V._Gerstner_Jr.,630000000,Dartmouth College,USA
Louis_V._Gerstner_Jr.,630000000,Harvard Business School,USA
Lu_Guanqiu,6500000000,Zhejiang University,China
Lucio_Tan,4200000000,Chiang Kai Shek College,Philippines
Lucio_Tan,4200000000,Far Eastern University,Philippines
Ole_Andreas_Halvorsen,2800000000,Williams College,USA
Ole_Andreas_Halvorsen,2800000000,Stanford Graduate School of Business,USA
Oleg_Deripaska,2500000000,Moscow State University,Russia
Oleg_Deripaska,2500000000,Plekhanov Russian University of Economics,Russia
Olive_Willis,16510,Roedean School,NA
Olive_Willis,16510,Somerville College Oxford,UK
Olivia_Lum,460000000,National University of Singapore,Singapore
Omid_Kordestani,500000000,San Jose State University,USA
Omid_Kordestani,500000000,Stanford Graduate School of Business,USA
Oprah_Winfrey,3100000000,Tennessee State University,USA
Oscar_Wyatt,100000000,Texas A&M University,USA
Oscar_Wyatt,100000000,Mechanical engineering,NA
Otto_Happel,2600000000,RWTH Aachen University,Germany
Otumfuo_Nana_Osei_Tutu_II,1.6,University of Professional Studies,Ghana
Owen_Oyston,100,St Mary's Catholic Academy,NA
Walid_Juffali,4000000000,Imperial College London,UK
Walid_Juffali,4000000000,University of San Diego,USA
Wang_Chuanfu,4700000000,Central South University,China
Wang_Chuanfu,4700000000,Beijing_Non-Ferrous_Research_Institute,China
Wang_Jianlin,29100000000,Liaoning University,China
Wang_Wenjing,2700000000,Jiangxi University of Finance and Economics,China
Wang_Yusuo,3200000000,Renmin University of China,China
Wang_Yusuo,3200000000,Tianjin University,China
Warren_Buffett,61000000000,Economics,NA
Warren_Buffett,61000000000,Master of Science,NA
Warren_Buffett,61000000000,Columbia Business School,USA
Warren_Buffett,61000000000,University of Nebraska–Lincoln,USA
Wendy_Williams,60000000,Northeastern University,USA
Whitney_MacMillan,4600000000,Yale University,USA
Wilbur_Ross,2900000000,Yale University,USA
Wilbur_Ross,2900000000,Xavier High School (New York City),NA
Wilbur_Ross,2900000000,Harvard Business School,USA
"William_Backhouse_Astor,_Jr.",72000000,Columbia College Columbia University,USA
"William_Clay_Ford,_Sr.",1400000000,Yale University,USA
"William_Clay_Ford,_Sr.",1400000000,Hotchkiss School,NA
"William_E._Conway,_Jr.",2500000000,Dartmouth College,USA
"William_E._Conway,_Jr.",2500000000,Booth School of Business,USA
William_Nelson_Cromwell,15000000,Columbia Law School,USA
William_Randolph_Hearst_III,1800000000,Harvard University,USA
William_S._Fisher,1550000000,Princeton University,USA
William_S._Fisher,1550000000,Stanford University,USA
William_Thomas_Stead,13000,Silcoates School,NA
"William_Wrigley,_Jr._II",2600000000,Phoenix Country Day School,NA
Willis_Sharpe_Kilmer,10,Cornell University,USA
Wolfgang_Marguerre,2800000000,Heidelberg University,Germany
Wolfgang_Marguerre,2800000000,INSEAD,France
Yuri_Milner,3100000000,Wharton School of the University of Pennsylvania,USA
Yuri_Milner,3100000000,Moscow State University,Russia
Yvonne_Bauer,2700000000,University of Bamberg,Germany
Yang_Huiyan,5100000000,Ohio State University,USA
Yang_Yuanqing,1250000000,University of Science and Technology of China,China
Yang_Yuanqing,1250000000,Shanghai Jiao Tong University,China
Yashoda_Naidoo,1800000,University of Natal,South Africa
Yashoda_Naidoo,1800000,University of South Africa,South Africa
Yiorgos_Vardinogiannis,1500000000,Hellenic Naval Academy,Greece
Yoel_Bouza,150000000,Florida International University,USA
Yoshikazu_Tanaka,1900000000,Nihon University,China
Ömer_Sabancı,3000000000,Economics,NA
Ömer_Sabancı,3000000000,University of Delaware,USA
M_G_George_Muthoot,1140000000,Manipal Institute of Technology,India
Ma_Huateng,18800000000,Shenzhen University,China
Madonna_(entertainer),520000000,University of Michigan,USA
Mahdi_Al_Tajir,1670000000,Winckley Square,NA
Malcolm_Forbes,400000000,Political science,NA
Malcolm_Forbes,400000000,Princeton University,USA
Malcolm_Forbes,400000000,Lawrenceville School,NA
Manoj_Bhargava,1500000000,Princeton University,USA
Manuel_Moroun,2000000000,University of Notre Dame,USA
Marc_Andreessen,600000000,University of Illinois at Urbana–Champaign,USA
Marc_Benioff,3800000000,University of Southern California,USA
Marc_Lasry,1900000000,Clark University,USA
Marc_Lasry,1900000000,New York Law School,USA
Marc_Rowan,2830000000,Wharton School of the University of Pennsylvania,USA
Marcel_Herrmann_Telles,12800000000,Federal University of Rio de Janeiro,Brazil
Marcel_Herrmann_Telles,12800000000,Harvard University,USA
Marcos_Galperin,400000000,Stanford University,USA
Marcos_Galperin,400000000,Wharton School of the University of Pennsylvania,USA
Matthew_Bucksbaum,1200000000,University of Iowa,USA
Matthew_Freud,17000000,Westminster School,NA
Matthew_K._McCauley,8787661,Brigham Young University,USA
Matthew_McConaughey,75000000,University of Texas at Austin,USA
Maurice_Lévy_(Publicis),173000000,New Jersey City University,USA
Max_Levchin,300,University of Illinois at Urbana–Champaign,USA
Meg_Whitman,2100000000,Princeton University,USA
Meg_Whitman,2100000000,Harvard Business School,USA
Mehmet_Emin_Karamehmet,1.15,Dover College,NA
Mehmet_Emin_Karamehmet,1.15,Robert College,Turkey
Mel_B,33000000,Leeds West Academy,NA
Mian_Muhammad_Mansha,4000000000,University of the Punjab,Pakistan
Michael_Ashcroft,865000000,Royal Grammar School High Wycombe,NA
Michael_Ashcroft,865000000,Norwich School (independent school),NA
Michael_Ashcroft,865000000,Anglia Ruskin University,UK
Michael_Dell,20100000000,University of Texas at Austin,USA
Michael_Eisner,1000000000,Denison University,USA
Michael_F._Price,1250000000,University of Oklahoma,USA
Michael_Flatley,225000000,Brother Rice High School (Chicago),NA
Michael_Heisley,1600000000,Georgetown University,USA
Michael_Jaharis,2200000000,Carroll University,USA
Michael_Jaharis,2200000000,DePaul University College of Law,USA
Michael_Kadoorie,5700000000,Institut Le Rosey,NA
Michael_Klein_(businessman),1300000000,Fundação Getúlio Vargas,Brazil
Michael_Kors,1000000000,Fashion Institute of Technology,USA
Michael_Kors,1000000000,New York City,NA
Michael_Krasny_(businessman),1100000000,University of Illinois at Urbana–Champaign,USA
Michael_Moritz,3000000000,Christ Church Oxford,UK
Michael_Moritz,3000000000,Wharton School of the University of Pennsylvania,USA
Michael_Platt_(financier),1500000000,London School of Economics,UK
Michael_Sherwood_(banker),185000000,Westminster School,NA
Michael_Stoschek,2400000000,Casimirianum Coburg,NA
Michael_Uren,170000000,Sherborne School,NA
Mike_Adenuga,3200000000,Ibadan Grammar School,NA
Mike_Adenuga,3200000000,Northwestern Oklahoma State University,USA
Mike_Adenuga,3200000000,Pace University,USA
Margarita_Louis-Dreyfus,8400000000,Moscow State University,Russia
Mario_Gabelli,1100000000,Columbia Business School,USA
Mario_Gabelli,1100000000,Fordham University,USA
Marissa_Mayer,380000000,Stanford University,USA
Marjorie_Yang,1000000000,Massachusetts Institute of Technology,USA
Marjorie_Yang,1000000000,Harvard Business School,USA
Mark_Coombs,1800000000,Dulwich College,NA
Mark_Coombs,1800000000,St John's College Cambridge,UK
Mark_Cuban,3200000000,University of Pittsburgh,USA
Mark_Cuban,3200000000,Kelley School of Business,USA
Mark_McDonald_(entrepreneur),58000000,Monash University,Australia
Mark_Pears,2100000000,City of London School,NA
Mark_Pears,2100000000,Harvard Business School,USA
Mark_Pincus,1100000000,University of Pennsylvania,USA
Mark_Pincus,1100000000,Harvard University,USA
Mark_Stevens_(venture_capitalist),1830000000,University of Southern California,USA
Mark_Stevens_(venture_capitalist),1830000000,Harvard University,USA
Mark_Zuckerberg,46000000000,Harvard University,USA
Martha_Firestone_Ford,1360000000,Vassar College,USA
Martha_Firestone_Ford,1360000000,Bachelor's degree,NA
Martin_Naughton_(businessman),1250000000,De La Salle College Dundalk,Philippines
Martin_Sorrell,257000000,Christ's College Cambridge,UK
Martin_Sorrell,257000000,Haberdashers' Aske's Boys' School,NA
Martin_Sorrell,257000000,Harvard University,USA
Mary_Perkins,1450000000,Fairfield Grammar School,NA
Mary_Perkins,1450000000,Cardiff University,UK
María_Asunción_Aramburuzabala,5200000000,Instituto Tecnológico Autónomo de México,Mexico
Masayoshi_Son,15200000000,Jefferson Union High School District,NA
Masayoshi_Son,15200000000,University of California Berkeley,USA
Masayoshi_Son,15200000000,Holy Names University,USA
Matt_Cohler,700000000,Yale University,USA
Mike_Krieger,100000000,Stanford University,USA
Mike_Lazaridis,700000000,University of Waterloo,Canada
Mikee_Romero,375000000,De La Salle University,Philippines
Mikhael_Mirilashvili,3000000000,Saint Petersburg State University,Russia
Mikhail_Gutseriyev,2400000000,Plekhanov Russian University of Economics,Russia
Mikhail_Gutseriyev,2400000000,Gubkin Russian State University of Oil and Gas,Russia
Mikhail_Khodorkovsky,100,D. Mendeleev University of Chemical Technology of Russia,RUssia
Mikhail_Prokhorov,7800000000,Financial University under the Government of the Russian Federation,Russia
Min_Kao,2600000000,National Taiwan University,Taiwan
Min_Kao,2600000000,University of Tennessee,USA
Minoru_Mori,1400000000,University of Tokyo,Japan
Miroslav_Mišković,507300000,Finance,NA
Miroslav_Mišković,507300000,University of Belgrade,Serbia
Mitchell_Rales,4000000000,Miami University,USA
Mo_Ibrahim,1100000000,University of Birmingham,UK
Mo_Ibrahim,1100000000,University of Bradford,UK
Mo_Ibrahim,1100000000,Alexandria University,Egypt
Mohammed_Al_Barwani,1110000000,Miami University,USA
Mohammed_Al_Barwani,1110000000,Heriot-Watt University,UK
Moosa_Bin_Shamsher,12000000000,California State University,USA
Mortimer_Zuckerman,2400000000,Wharton School of the University of Pennsylvania,USA
Mortimer_Zuckerman,2400000000,McGill University,Canada
Mortimer_Zuckerman,2400000000,Harvard Law School,USA
Mortimer_Zuckerman,2400000000,Bachelor of Civil Law,NA
Mukesh_Ambani,20100000000,Stanford University,USA
Mukesh_Ambani,20100000000,Forest School Walthamstow,NA
Mukesh_Ambani,20100000000,Institute of Chemical Technology,India
Munib_al-Masri,5000000000,University of Texas at Austin,USA
Munib_al-Masri,5000000000,An-Najah National University,Palestine
Şevket_Sabancı,7,Textile manufacturing,NA
Şevket_Sabancı,7,University of Manchester Institute of Science and Technology,UK
"Edgar_Bronfman,_Sr.",2600000000,Williams College,USA
"Edgar_Bronfman,_Sr.",2600000000,McGill University,Canada
Edgar_E._Rand,2523854,Webb School (Bell Buckle Tennessee),NA
Edmund_Ansin,1400000000,University of Pennsylvania,USA
Edmund_Ansin,1400000000,Wharton School of the University of Pennsylvania,USA
Eduardo_Saverin,7200000000,Harvard University,USA
Edward_Harkness,155000000,St Paul's School London,NA
Edward_Harkness,155000000,Columbia Law School,USA
Edward_Harkness,155000000,Yale College,USA
"Edward_J._DeBartolo,_Jr.",2700000000,University of Notre Dame,USA
"Edward_Johnson,_III",7500000000,Milton Academy,NA
"Edward_Johnson,_III",7500000000,Tabor Academy (Massachusetts),NA
Edward_Julius_Berwind,35000000,United States Naval Academy,USA
Edward_P._Roski,4000000000,University of Southern California,USA
Edward_P._Roski,4000000000,Bachelor of Science,NA
Edward_W._Stack,1150000000,St. John Fisher College,USA
Edwin_Davies,100,Farnworth Grammar School,NA
Edwin_Soeryadjaya,1,University of Southern California,USA
Eike_Batista,900000000,RWTH Aachen University,Germany
Elaine_Wynn,1200000000,George Washington University,USA
Eli_Broad,7400000000,Michigan State University,USA
Eliodoro_Matte,2700000000,Booth School of Business,USA
Eliodoro_Matte,2700000000,Pontifical Catholic University of Chile,Chile
Elizabeth_Holmes,3600000000,Stanford University,USA
Elizabeth_Noyce,100000000,Tufts University,USA
Ellis_Abraham_Franklin,511000,Manchester Grammar School,NA
Ellis_Short,2400000000,Missouri University of Science and Technology,USA
Elon_Musk,10700000000,Pretoria Boys High School,NA
Elon_Musk,10700000000,Waterkloof House Preparatory School,NA
Elwood_Haynes,2850000,Chemistry,NA
Elwood_Haynes,2850000,Metallurgy,NA
Elwood_Haynes,2850000,Biology,NA
Elwood_Haynes,2850000,Johns Hopkins University,USA
Elwood_Haynes,2850000,Worcester Polytechnic Institute,USA
Emil_Hurezeanu,6,Master of Arts,NA
Emil_Hurezeanu,6,University of Virginia,USA
Emil_Hurezeanu,6,Boston University,USA
Emil_Hurezeanu,6,Babeș-Bolyai University,Romania
Emilio_Azcárraga_Jean,2000000000,Universidad Iberoamericana,Mexico
Emilio_Azcárraga_Jean,2000000000,Lakefield College School,NA
Emilio_Botín,1100000000,University of Deusto,Spain
Emmanuel_Besnier,6700000000,Lycée_de_l'Immaculée-Conception,NA
Enrique_K._Razon,5500000000,De La Salle University,Philippines
Enrique_K._Razon,5500000000,Business administration,NA
Eric_Lefkofsky,1700000000,University of Michigan,USA
Eric_R._George,225000000,Michigan State University,USA
Eric_R._George,225000000,Marshall University,USA
Eric_Schmidt,10300000000,Princeton University,USA
Eric_Schmidt,10300000000,University of California Berkeley,USA
Eric_Trump,150000000,The Hill School,NA
Eric_Trump,150000000,Trinity School (New York City),USA
Eric_Trump,150000000,Georgetown University,USA
Erick_Thohir,960000000,Glendale Community College (California),USA
Erick_Thohir,960000000,National University (California),USA
Ernesto_Bertarelli,8700000000,Babson College,USA
Ernesto_Bertarelli,8700000000,Harvard Business School,USA
Erol_Sabancı,1300000000,Harris Manchester College Oxford,UK
Eugene_Kaspersky,1040000000,Moscow State University,Russia
Eugene_Kaspersky,1040000000,Institute of Cryptography Telecommunications and Computer Science,Russia
Eugene_Shvidler,1200000000,Fordham University,USA
Eugene_Shvidler,1200000000,Gubkin Russian State University of Oil and Gas,Russia
Eugenio_Lopez_III,90000000,Bowdoin College,USA
Eugenio_Lopez_III,90000000,Harvard Business School,USA
Eva_Gonda_de_Rivera,6800000000,Monterrey Institute of Technology and Higher Education,Mexico
Evan_Spiegel,2100000000,Stanford University,USA
